Disaster,State,County,City,Zip Code,Valid Registrations,Average FEMA Inspected Damage,Total Inspected,Total Damage,No FEMA Inspected Damage,"FEMA Inspected Damage between $1 and $10,000","FEMA Inspected Damage between $10,001 and $20,000","FEMA Inspected Damage between $20,001 and $30,000","FEMA Inspected Damage > $30,000",Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4447,OH,Mahoning (County),BOARDMAN,44512,71,"$1,209.55 ",58,"$70,154.04 ",8,50,0,0,0,19,"$49,226.42 ","$39,904 ","$5,622 ","$3,700 ",19,0,0,0
4447,OH,Mahoning (County),CAMPBELL,44405,9,$459.22 ,9,"$4,132.94 ",2,7,0,0,0,1,"$3,804.57 ","$1,261 ","$1,794 ",$750 ,1,0,0,0
4447,OH,Mahoning (County),CANFIELD,44406,146,"$2,438.66 ",124,"$302,393.49 ",17,100,7,0,0,67,"$258,385.30 ","$225,780 ","$24,764 ","$7,841 ",58,9,0,0
4447,OH,Mahoning (County),COLUMBIANA,44408,1,$326.16 ,1,$326.16 ,0,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Mahoning (County),DIAMOND,44412,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Mahoning (County),ELLSWORTH,44416,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Mahoning (County),LAKE MILTON,44429,2,"$1,948.65 ",2,"$3,897.30 ",1,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Mahoning (County),LOWELLVILLE,44436,5,$620.46 ,5,"$3,102.31 ",1,4,0,0,0,1,"$1,415.65 ",$966 ,$0 ,$450 ,1,0,0,0
4447,OH,Mahoning (County),NEW MIDDLETOWN,44442,7,$569.26 ,7,"$3,984.80 ",2,5,0,0,0,2,"$2,645.31 ","$2,095 ",$0 ,$550 ,2,0,0,0
4447,OH,Mahoning (County),NORTH JACKSON,44451,4,$846.89 ,4,"$3,387.57 ",0,4,0,0,0,1,$487.49 ,$487 ,$0 ,$0 ,1,0,0,0
4447,OH,Mahoning (County),NORTH LIMA,44452,5,$579.29 ,5,"$2,896.46 ",2,3,0,0,0,3,"$2,196.47 ","$2,196 ",$0 ,$0 ,3,0,0,0
4447,OH,Mahoning (County),POLAND,44514,17,"$1,598.28 ",16,"$25,572.48 ",3,13,0,0,0,5,"$15,337.60 ","$13,588 ",$0 ,"$1,750 ",5,0,0,0
4447,OH,Mahoning (County),SALEM,44460,2,$301.44 ,2,$602.88 ,0,2,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Mahoning (County),STRUTHERS,44471,12,$823.66 ,12,"$9,883.93 ",3,9,0,0,0,3,"$10,470.30 ","$8,676 ","$1,794 ",$0 ,3,0,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44502,36,$621.80 ,33,"$20,519.47 ",2,31,0,0,0,8,"$17,916.31 ","$11,952 ","$3,970 ","$1,994 ",8,0,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44504,15,$618.14 ,15,"$9,272.03 ",1,14,0,0,0,3,"$5,719.91 ","$3,190 ","$2,280 ",$250 ,3,0,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44505,37,$595.51 ,34,"$20,247.24 ",9,25,0,0,0,6,"$7,746.51 ","$6,622 ",$0 ,"$1,125 ",6,0,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44506,8,$664.97 ,8,"$5,319.79 ",1,7,0,0,0,2,"$3,647.31 ","$2,109 ","$1,088 ",$450 ,2,0,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44507,24,$869.43 ,21,"$18,257.96 ",3,18,0,0,0,5,"$13,854.77 ","$9,614 ","$4,160 ",$81 ,5,0,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44509,16,$521.57 ,15,"$7,823.60 ",2,13,0,0,0,4,"$3,271.37 ","$1,654 ",$0 ,"$1,617 ",4,0,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44510,8,$610.51 ,8,"$4,884.04 ",0,8,0,0,0,1,"$2,443.20 ","$2,443 ",$0 ,$0 ,1,0,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44511,72,$855.39 ,70,"$59,877.59 ",7,62,0,1,0,11,"$41,654.90 ","$32,192 ","$6,046 ","$3,417 ",10,1,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44512,168,"$1,276.56 ",142,"$181,271.67 ",10,131,1,0,0,54,"$126,018.96 ","$104,226 ","$11,586 ","$10,207 ",52,2,0,0
4447,OH,Mahoning (County),YOUNGSTOWN,44514,31,"$2,046.67 ",31,"$63,446.82 ",4,26,0,1,0,16,"$53,743.96 ","$46,798 ","$3,546 ","$3,400 ",15,0,1,0
4447,OH,Mahoning (County),YOUNGSTOWN,44515,9,"$2,013.95 ",9,"$18,125.59 ",0,8,1,0,0,1,"$8,273.72 ","$6,904 ","$1,370 ",$0 ,1,0,0,0
4447,OH,Mercer (County),CELINA,45822,80,"$35,961.98 ",32,"$1,150,783.36 ",3,16,4,3,6,8,"$16,055.77 ","$10,398 ","$1,032 ","$4,625 ",8,0,0,0
4447,OH,Mercer (County),MONTEZUMA,45866,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Mercer (County),SAINT HENRY,45883,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Miami (County),FLETCHER,45326,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Miami (County),LAURA,45337,34,"$56,477.32 ",17,"$960,114.47 ",2,9,1,0,5,3,"$43,264.65 ","$35,720 ","$1,198 ","$6,347 ",2,0,1,0
4447,OH,Miami (County),LUDLOW FALLS,45339,35,"$4,127.42 ",19,"$78,420.95 ",3,14,1,0,1,3,"$9,734.91 ","$8,537 ","$1,198 ",$0 ,3,0,0,0
4447,OH,Miami (County),PIQUA,45356,1,$415.10 ,1,$415.10 ,0,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Miami (County),PLEASANT HILL,45359,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Miami (County),TIPP CITY,45371,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Miami (County),TROY,45373,3, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Miami (County),WEST MILTON,45383,26,"$5,355.60 ",8,"$42,844.76 ",1,6,0,1,0,1,$622.00 ,$622 ,$0 ,$0 ,1,0,0,0
4447,OH,Montgomery (County),BEAVERCREEK,45431,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),BROOKVILLE,45306,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),BROOKVILLE,45309,118,"$5,352.12 ",21,"$112,394.52 ",6,12,1,1,1,10,"$64,500.36 ","$46,033 ","$10,580 ","$7,887 ",8,2,0,0
4447,OH,Montgomery (County),CENTERVILLE,45458,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),CLAYTON,45315,85,"$13,432.95 ",20,"$268,659.07 ",2,16,0,0,2,4,"$51,159.20 ","$38,902 ","$4,880 ","$7,377 ",3,0,1,0
4447,OH,Montgomery (County),DAYTON,45145,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),DAYTON,45402,13,$120.96 ,10,"$1,209.64 ",4,6,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),DAYTON,45403,52,$498.24 ,32,"$15,943.77 ",4,28,0,0,0,6,"$8,166.75 ","$3,574 ","$3,576 ","$1,016 ",6,0,0,0
4447,OH,Montgomery (County),DAYTON,45404,163,"$3,735.25 ",97,"$362,319.09 ",6,89,1,0,1,39,"$130,192.28 ","$98,530 ","$25,920 ","$5,742 ",39,0,0,0
4447,OH,Montgomery (County),DAYTON,45405,193,$575.19 ,85,"$48,890.80 ",16,69,0,0,0,18,"$36,027.35 ","$18,280 ","$9,382 ","$8,365 ",18,0,0,0
4447,OH,Montgomery (County),DAYTON,45406,37,$507.03 ,25,"$12,675.76 ",9,16,0,0,0,3,"$13,340.69 ","$6,952 ","$5,258 ","$1,131 ",3,0,0,0
4447,OH,Montgomery (County),DAYTON,45409,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),DAYTON,45410,6,$623.59 ,6,"$3,741.53 ",2,4,0,0,0,3,"$4,545.15 ","$2,399 ","$1,576 ",$571 ,3,0,0,0
4447,OH,Montgomery (County),DAYTON,45414,440,"$4,860.67 ",196,"$952,691.60 ",20,162,7,3,4,81,"$343,562.10 ","$241,312 ","$65,478 ","$36,773 ",75,3,3,0
4447,OH,Montgomery (County),DAYTON,45415,230,"$1,742.95 ",77,"$134,207.44 ",11,64,1,1,0,18,"$56,589.03 ","$46,010 ","$9,654 ",$925 ,17,1,0,0
4447,OH,Montgomery (County),DAYTON,45416,72,$554.67 ,28,"$15,530.64 ",2,26,0,0,0,3,"$5,031.72 ","$3,321 ","$1,576 ",$135 ,3,0,0,0
4447,OH,Montgomery (County),DAYTON,45417,39,$248.23 ,27,"$6,702.14 ",9,18,0,0,0,2,"$2,070.22 ","$1,867 ",$0 ,$203 ,2,0,0,0
4447,OH,Montgomery (County),DAYTON,45419,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),DAYTON,45420,4,$176.81 ,3,$530.44 ,1,2,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),DAYTON,45424,44,$439.27 ,12,"$5,271.25 ",6,6,0,0,0,1,"$3,130.99 ","$3,131 ",$0 ,$0 ,1,0,0,0
4447,OH,Montgomery (County),DAYTON,45426,272,"$3,797.41 ",93,"$353,159.22 ",19,64,6,1,3,16,"$49,676.63 ","$29,053 ","$15,831 ","$4,793 ",14,2,0,0
4447,OH,Montgomery (County),DAYTON,45429,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),DAYTON,45431,21,$312.02 ,8,"$2,496.16 ",2,6,0,0,0,3,"$2,827.61 ","$1,437 ","$1,198 ",$193 ,3,0,0,0
4447,OH,Montgomery (County),DAYTON,45459,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),ENGLEWOOD,45315,10,"$1,616.80 ",4,"$6,467.18 ",1,3,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),ENGLEWOOD,45322,9,$713.10 ,3,"$2,139.30 ",1,2,0,0,0,1,$379.99 ,$0 ,$0 ,$380 ,1,0,0,0
4447,OH,Montgomery (County),ENGLEWOOD,45415,1,"$1,008.58 ",1,"$1,008.58 ",0,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),HUBER HEIGHTS,45424,13,$131.43 ,8,"$1,051.47 ",3,5,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),KETTERING,45420,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),MIAMISBURG,45342,4,"$1,104.09 ",3,"$3,312.28 ",2,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),NEW CARLISLE,45344,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),RIVERSIDE,45404,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),RIVERSIDE,45431,7,$50.00 ,2,$100.00 ,1,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),TROTWOOD,45406,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),TROTWOOD,45415,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Montgomery (County),TROTWOOD,45416,10,$485.07 ,6,"$2,910.43 ",3,3,0,0,0,1,"$1,791.34 ","$1,791 ",$0 ,$0 ,1,0,0,0
4447,OH,Montgomery (County),TROTWOOD,45426,280,"$6,770.18 ",109,"$737,949.90 ",11,88,4,0,6,24,"$60,216.02 ","$34,605 ","$24,239 ","$1,373 ",23,1,0,0
4447,OH,Muskingum (County),BLUE ROCK,43720,2,$35.23 ,2,$70.46 ,1,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Muskingum (County),ROSEVILLE,43777,39,$549.06 ,24,"$13,177.32 ",4,20,0,0,0,6,"$9,907.42 ","$7,155 ","$2,228 ",$524 ,6,0,0,0
4447,OH,Muskingum (County),ZANESVILLE,43701,4,$331.00 ,2,$662.00 ,1,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Perry (County),CROOKSVILLE,43731,1,$217.98 ,1,$217.98 ,0,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Perry (County),NEW LEXINGTON,43764,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Perry (County),NEW STRAITSVILLE,43766,2,"$1,181.37 ",2,"$2,362.73 ",1,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Perry (County),ROSEVILLE,43777,19,$762.73 ,13,"$9,915.54 ",3,10,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Perry (County),THORNVILLE,43076,1,"$1,984.08 ",1,"$1,984.08 ",0,1,0,0,0,1,"$1,209.19 ","$1,209 ",$0 ,$0 ,1,0,0,0
4447,OH,Pickaway (County),ASHVILLE,43103,1,"$2,104.48 ",1,"$2,104.48 ",0,1,0,0,0,1,"$2,104.48 ","$2,104 ",$0 ,$0 ,1,0,0,0
4447,OH,Pickaway (County),CIRCLEVILLE,43113,19,"$1,335.75 ",5,"$6,678.74 ",2,3,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Pickaway (County),KINGSTON,45644,6,"$11,392.67 ",3,"$34,178.00 ",1,1,0,0,1,1,"$1,914.00 ",$0 ,"$1,914 ",$0 ,1,0,0,0
4447,OH,Pickaway (County),LAURELVILLE,43135,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Pickaway (County),MOUNT STERLING,43143,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Pickaway (County),ORIENT,43146,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4447,OH,Pickaway (County),WILLIAMSPORT,43164,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4404,MP,Rota (Municipality),DANDAN,96950,1,"$1,182.41 ",1,"$1,182.41 ",0,1,0,0,0,1,"$2,758.41 ",$609 ,"$1,076 ","$1,074 ",1,0,0,0
4404,MP,Rota (Municipality),DANDAN VILLAGE,96950,1,"$14,349.25 ",1,"$14,349.25 ",0,0,1,0,0,1,"$16,060.32 ","$10,454 ","$2,056 ","$3,551 ",0,1,0,0
4404,MP,Rota (Municipality),ROTA,96951,5,$329.35 ,4,"$1,317.39 ",3,1,0,0,0,2,$965.87 ,$466 ,$0 ,$500 ,2,0,0,0
4404,MP,Rota (Municipality),SINAPALO I,96951,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4404,MP,Rota (Municipality),SINAPALO II,96951,1,$900.80 ,1,$900.80 ,0,1,0,0,0,1,$639.79 ,$92 ,$0 ,$548 ,1,0,0,0
4404,MP,Rota (Municipality),SONGSONG,96951,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4404,MP,Saipan (Municipality),ACHUGAO,96950,5,"$4,872.60 ",5,"$24,362.98 ",0,5,0,0,0,4,"$26,965.04 ","$15,660 ","$3,576 ","$7,729 ",3,1,0,0
4404,MP,Saipan (Municipality),ACHUGAO VILLAGE,96950,2,"$2,481.05 ",2,"$4,962.09 ",0,2,0,0,0,2,"$6,876.06 ",$768 ,"$2,056 ","$4,052 ",2,0,0,0
4404,MP,Saipan (Municipality),ACHUZAO SAN ROQUE,96950,1,"$1,809.40 ",1,"$1,809.40 ",0,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4404,MP,Saipan (Municipality),AFAL,96950,1,"$7,354.77 ",1,"$7,354.77 ",0,1,0,0,0,1,"$6,994.78 ","$6,164 ",$0 ,$831 ,1,0,0,0
4404,MP,Saipan (Municipality),AFEPNA,96950,1,"$7,399.54 ",1,"$7,399.54 ",0,1,0,0,0,1,"$8,654.50 ","$7,079 ","$1,076 ",$500 ,1,0,0,0
4404,MP,Saipan (Municipality),AFETNA,96950,16,"$11,271.51 ",16,"$180,344.10 ",0,9,4,2,1,15,"$156,000.80 ","$111,196 ","$19,592 ","$25,213 ",9,5,1,0
4404,MP,Saipan (Municipality),AFETNAS,96950,2,"$17,124.94 ",2,"$34,249.88 ",0,0,1,1,0,2,"$34,891.42 ","$23,668 ","$3,480 ","$7,743 ",0,2,0,0
4404,MP,Saipan (Municipality),AFETNA SAN ANTONIO,96950,1,"$12,926.86 ",1,"$12,926.86 ",0,0,1,0,0,1,"$5,881.09 ",$0 ,"$1,424 ","$4,457 ",1,0,0,0
4404,MP,Saipan (Municipality),AFETNAS VILLAGE,96950,1,"$7,769.17 ",1,"$7,769.17 ",0,1,0,0,0,1,"$7,366.84 ","$6,867 ",$0 ,$500 ,1,0,0,0
4404,MP,Saipan (Municipality),AFETNA VILLAGE,96950,2,"$1,716.47 ",2,"$3,432.94 ",0,2,0,0,0,2,"$4,555.39 ","$1,554 ","$2,452 ",$550 ,2,0,0,0
4404,MP,Saipan (Municipality),AGAG,96950,1,"$36,980.66 ",1,"$36,980.66 ",0,0,0,0,1,1,"$11,639.00 ",$0 ,"$2,056 ","$9,583 ",0,1,0,0
4404,MP,Saipan (Municipality),AGKAK,96950,1,$402.63 ,1,$402.63 ,0,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4404,MP,Saipan (Municipality),AS AKINA,96950,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4404,MP,Saipan (Municipality),AS GONNO,96950,14,"$7,351.29 ",14,"$102,918.02 ",0,11,2,1,0,12,"$87,824.75 ","$62,218 ","$13,448 ","$12,158 ",9,3,0,0
4404,MP,Saipan (Municipality),ASGONNO,96950,5,"$23,437.64 ",5,"$117,188.21 ",0,1,0,3,1,5,"$79,174.83 ","$51,164 ","$7,824 ","$20,187 ",3,0,2,0
4404,MP,Saipan (Municipality),AS GONNO VILLAGE,96950,1,"$9,054.77 ",1,"$9,054.77 ",0,1,0,0,0,1,"$9,054.78 ","$6,980 ",$0 ,"$2,075 ",1,0,0,0
4404,MP,Saipan (Municipality),AS GONO,96950,2,"$8,525.03 ",2,"$17,050.05 ",0,1,1,0,0,2,"$8,036.08 ","$1,393 ","$2,848 ","$3,795 ",2,0,0,0
4404,MP,Saipan (Municipality),ASGONO VILLAGE,96950,1,"$3,056.19 ",1,"$3,056.19 ",0,1,0,0,0,1,$49.95 ,$0 ,$0 ,$50 ,1,0,0,0
4404,MP,Saipan (Municipality),AS LITO,96950,101,"$11,277.67 ",101,"$1,139,044.84 ",3,54,22,17,5,89,"$873,052.92 ","$598,696 ","$98,994 ","$175,363 ",59,20,10,0
4404,MP,Saipan (Municipality),ASLITO,96950,26,"$12,786.92 ",26,"$332,459.98 ",1,12,8,4,1,23,"$280,414.14 ","$168,582 ","$34,992 ","$76,840 ",9,11,3,0
4404,MP,Saipan (Municipality),ASLITO SAIPAN,96950,1,"$6,902.51 ",1,"$6,902.51 ",0,1,0,0,0,1,"$10,096.72 ","$4,616 ","$3,476 ","$2,005 ",0,1,0,0
4404,MP,Saipan (Municipality),AS LITO VILLAGE,96950,7,"$20,085.83 ",7,"$140,600.83 ",0,3,2,0,2,6,"$85,472.12 ","$55,692 ","$7,498 ","$22,282 ",3,2,1,0
4404,MP,Saipan (Municipality),ASLITO VILLAGE,69650,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4404,MP,Saipan (Municipality),ASLITO VILLAGE,96950,3,"$23,179.90 ",3,"$69,539.71 ",0,1,0,1,1,3,"$49,237.19 ","$27,014 ","$4,556 ","$17,667 ",2,0,1,0
4404,MP,Saipan (Municipality),AS MAHETOG,96950,2,"$2,764.57 ",2,"$5,529.14 ",0,2,0,0,0,2,"$7,292.66 ","$5,385 ",$0 ,"$1,908 ",2,0,0,0
4404,MP,Saipan (Municipality),ASMAHETOG,96950,2,"$4,606.73 ",2,"$9,213.46 ",0,2,0,0,0,1,"$5,811.68 ","$3,983 ",$0 ,"$1,829 ",1,0,0,0
4404,MP,Saipan (Municipality),AS MAHETOK,96950,1,"$4,017.51 ",1,"$4,017.51 ",0,1,0,0,0,1,"$5,093.49 ","$1,187 ","$1,076 ","$2,830 ",1,0,0,0
